circuit_type,preservation_level,mitigated,query_name,shots,row_index,column_index,win_probability,fidelity,trace_distance,success_probability,failure_probability,raw_scale_factor_dists
contextuality-preserving,high,True,R3C1,8192,3,1,0.8901519775390625,0.8897981784379481,0.10984802246093739,0.8901519775390625,0.10984802246093762,"{""1"": {""0000"": 0.1019287109375, ""0001"": 0.103759765625, ""0010"": 0.0233154296875, ""0011"": 0.02294921875, ""0100"": 0.02587890625, ""0101"": 0.025390625, ""0110"": 0.097900390625, ""0111"": 0.0982666015625, ""1000"": 0.0263671875, ""1001"": 0.02392578125, ""1010"": 0.103271484375, ""1011"": 0.1009521484375, ""1100"": 0.0977783203125, ""1101"": 0.09912109375, ""1110"": 0.0233154296875, ""1111"": 0.02587890625}, ""3"": {""0000"": 0.092041015625, ""0001"": 0.0880126953125, ""0010"": 0.0369873046875, ""0011"": 0.0391845703125, ""0100"": 0.041748046875, ""0101"": 0.0404052734375, ""0110"": 0.0859375, ""0111"": 0.0775146484375, ""1000"": 0.04248046875, ""1001"": 0.0380859375, ""1010"": 0.0865478515625, ""1011"": 0.083740234375, ""1100"": 0.085693359375, ""1101"": 0.081787109375, ""1110"": 0.039306640625, ""1111"": 0.04052734375}, ""5"": {""0000"": 0.0828857421875, ""0001"": 0.0784912109375, ""0010"": 0.0499267578125, ""0011"": 0.0484619140625, ""0100"": 0.0465087890625, ""0101"": 0.04931640625, ""0110"": 0.078369140625, ""0111"": 0.0758056640625, ""1000"": 0.04541015625, ""1001"": 0.0445556640625, ""1010"": 0.072998046875, ""1011"": 0.0804443359375, ""1100"": 0.0755615234375, ""1101"": 0.085205078125, ""1110"": 0.041015625, ""1111"": 0.0450439453125}}"
contextuality-preserving,high,True,R3C2,8192,3,2,0.8588104248046873,0.8568170376597776,0.14118957519531253,0.8588104248046873,0.14118957519531278,"{""1"": {""0000"": 0.0885009765625, ""0001"": 0.029296875, ""0010"": 0.0931396484375, ""0011"": 0.0355224609375, ""0100"": 0.0294189453125, ""0101"": 0.1016845703125, ""0110"": 0.0308837890625, ""0111"": 0.094482421875, ""1000"": 0.0279541015625, ""1001"": 0.0958251953125, ""1010"": 0.0291748046875, ""1011"": 0.0941162109375, ""1100"": 0.0982666015625, ""1101"": 0.02880859375, ""1110"": 0.0965576171875, ""1111"": 0.0263671875}, ""3"": {""0000"": 0.085693359375, ""0001"": 0.04931640625, ""0010"": 0.083984375, ""0011"": 0.04443359375, ""0100"": 0.0494384765625, ""0101"": 0.0814208984375, ""0110"": 0.047119140625, ""0111"": 0.080078125, ""1000"": 0.0462646484375, ""1001"": 0.0745849609375, ""1010"": 0.04345703125, ""1011"": 0.070556640625, ""1100"": 0.0728759765625, ""1101"": 0.0418701171875, ""1110"": 0.081787109375, ""1111"": 0.047119140625}, ""5"": {""0000"": 0.080322265625, ""0001"": 0.0587158203125, ""0010"": 0.0743408203125, ""0011"": 0.0517578125, ""0100"": 0.054443359375, ""0101"": 0.0765380859375, ""0110"": 0.0533447265625, ""0111"": 0.0675048828125, ""1000"": 0.0516357421875, ""1001"": 0.06640625, ""1010"": 0.0469970703125, ""1011"": 0.069580078125, ""1100"": 0.0758056640625, ""1101"": 0.053466796875, ""1110"": 0.070068359375, ""1111"": 0.049072265625}}"
contextuality-preserving,high,True,R3C3,8192,3,3,0.8815765380859375,0.8802591614822693,0.11997985839843739,0.8815765380859375,0.11842346191406264,"{""1"": {""0000"": 0.02880859375, ""0001"": 0.0970458984375, ""0010"": 0.0966796875, ""0011"": 0.0284423828125, ""0100"": 0.1114501953125, ""0101"": 0.0260009765625, ""0110"": 0.028564453125, ""0111"": 0.099609375, ""1000"": 0.09619140625, ""1001"": 0.0252685546875, ""1010"": 0.0262451171875, ""1011"": 0.0921630859375, ""1100"": 0.0230712890625, ""1101"": 0.0975341796875, ""1110"": 0.09912109375, ""1111"": 0.0238037109375}, ""3"": {""0000"": 0.046630859375, ""0001"": 0.0848388671875, ""0010"": 0.087158203125, ""0011"": 0.0430908203125, ""0100"": 0.089111328125, ""0101"": 0.0462646484375, ""0110"": 0.0419921875, ""0111"": 0.083984375, ""1000"": 0.080322265625, ""1001"": 0.0428466796875, ""1010"": 0.0423583984375, ""1011"": 0.0816650390625, ""1100"": 0.0404052734375, ""1101"": 0.07470703125, ""1110"": 0.0809326171875, ""1111"": 0.03369140625}, ""5"": {""0000"": 0.0528564453125, ""0001"": 0.0831298828125, ""0010"": 0.0712890625, ""0011"": 0.04931640625, ""0100"": 0.0772705078125, ""0101"": 0.052978515625, ""0110"": 0.04833984375, ""0111"": 0.073486328125, ""1000"": 0.078125, ""1001"": 0.044921875, ""1010"": 0.0478515625, ""1011"": 0.0765380859375, ""1100"": 0.048583984375, ""1101"": 0.076416015625, ""1110"": 0.07470703125, ""1111"": 0.044189453125}}"
baseline,high,True,R1C1,8192,1,1,0.9458312988281249,0.9456528117812298,0.054168701171874424,0.9458312988281249,0.05416870117187504,"{""1"": {""0000"": 0.11376953125, ""0001"": 0.1165771484375, ""0010"": 0.011474609375, ""0011"": 0.0125732421875, ""0100"": 0.1190185546875, ""0101"": 0.1131591796875, ""0110"": 0.0146484375, ""0111"": 0.01220703125, ""1000"": 0.010498046875, ""1001"": 0.011474609375, ""1010"": 0.111572265625, ""1011"": 0.1112060546875, ""1100"": 0.0115966796875, ""1101"": 0.009521484375, ""1110"": 0.1082763671875, ""1111"": 0.1124267578125}, ""3"": {""0000"": 0.109130859375, ""0001"": 0.10693359375, ""0010"": 0.0206298828125, ""0011"": 0.018798828125, ""0100"": 0.1138916015625, ""0101"": 0.1075439453125, ""0110"": 0.0162353515625, ""0111"": 0.0177001953125, ""1000"": 0.020263671875, ""1001"": 0.021484375, ""1010"": 0.1033935546875, ""1011"": 0.1068115234375, ""1100"": 0.02001953125, ""1101"": 0.0185546875, ""1110"": 0.09716796875, ""1111"": 0.1014404296875}, ""5"": {""0000"": 0.1082763671875, ""0001"": 0.1025390625, ""0010"": 0.0234375, ""0011"": 0.0206298828125, ""0100"": 0.1060791015625, ""0101"": 0.103759765625, ""0110"": 0.0245361328125, ""0111"": 0.0240478515625, ""1000"": 0.023681640625, ""1001"": 0.0233154296875, ""1010"": 0.1025390625, ""1011"": 0.0972900390625, ""1100"": 0.021240234375, ""1101"": 0.02587890625, ""1110"": 0.0968017578125, ""1111"": 0.095947265625}}"
baseline,high,True,R1C2,8192,1,2,0.8497619628906249,0.8490247295779186,0.15023803710937444,0.8497619628906249,0.15023803710937508,"{""1"": {""0000"": 0.0960693359375, ""0001"": 0.0308837890625, ""0010"": 0.0936279296875, ""0011"": 0.03125, ""0100"": 0.09521484375, ""0101"": 0.0321044921875, ""0110"": 0.0936279296875, ""0111"": 0.0281982421875, ""1000"": 0.030517578125, ""1001"": 0.0975341796875, ""1010"": 0.031494140625, ""1011"": 0.09375, ""1100"": 0.028076171875, ""1101"": 0.0936279296875, ""1110"": 0.029052734375, ""1111"": 0.094970703125}, ""3"": {""0000"": 0.0772705078125, ""0001"": 0.0458984375, ""0010"": 0.0848388671875, ""0011"": 0.04638671875, ""0100"": 0.0828857421875, ""0101"": 0.0491943359375, ""0110"": 0.07763671875, ""0111"": 0.05224609375, ""1000"": 0.0487060546875, ""1001"": 0.0750732421875, ""1010"": 0.044921875, ""1011"": 0.07958984375, ""1100"": 0.04296875, ""1101"": 0.0762939453125, ""1110"": 0.0428466796875, ""1111"": 0.0732421875}, ""5"": {""0000"": 0.0706787109375, ""0001"": 0.0528564453125, ""0010"": 0.068603515625, ""0011"": 0.0518798828125, ""0100"": 0.0780029296875, ""0101"": 0.060791015625, ""0110"": 0.0677490234375, ""0111"": 0.0540771484375, ""1000"": 0.0570068359375, ""1001"": 0.073486328125, ""1010"": 0.0518798828125, ""1011"": 0.0677490234375, ""1100"": 0.0521240234375, ""1101"": 0.06787109375, ""1110"": 0.0560302734375, ""1111"": 0.0692138671875}}"
baseline,high,True,R1C3,8192,1,3,0.8824462890624999,0.881503726465764,0.11755371093749956,0.8824462890624999,0.1175537109375002,"{""1"": {""0000"": 0.0283203125, ""0001"": 0.09375, ""0010"": 0.096923828125, ""0011"": 0.0286865234375, ""0100"": 0.027587890625, ""0101"": 0.0997314453125, ""0110"": 0.1029052734375, ""0111"": 0.0279541015625, ""1000"": 0.10205078125, ""1001"": 0.0263671875, ""1010"": 0.02978515625, ""1011"": 0.09033203125, ""1100"": 0.094482421875, ""1101"": 0.0250244140625, ""1110"": 0.028076171875, ""1111"": 0.0980224609375}, ""3"": {""0000"": 0.0484619140625, ""0001"": 0.0810546875, ""0010"": 0.081298828125, ""0011"": 0.0423583984375, ""0100"": 0.0499267578125, ""0101"": 0.07958984375, ""0110"": 0.082275390625, ""0111"": 0.04443359375, ""1000"": 0.0765380859375, ""1001"": 0.0469970703125, ""1010"": 0.046875, ""1011"": 0.07275390625, ""1100"": 0.0810546875, ""1101"": 0.0433349609375, ""1110"": 0.044189453125, ""1111"": 0.078857421875}, ""5"": {""0000"": 0.0550537109375, ""0001"": 0.072509765625, ""0010"": 0.07080078125, ""0011"": 0.0537109375, ""0100"": 0.0595703125, ""0101"": 0.0758056640625, ""0110"": 0.0753173828125, ""0111"": 0.049560546875, ""1000"": 0.0689697265625, ""1001"": 0.050048828125, ""1010"": 0.0521240234375, ""1011"": 0.0721435546875, ""1100"": 0.0677490234375, ""1101"": 0.0543212890625, ""1110"": 0.052001953125, ""1111"": 0.0703125}}"
baseline,high,True,R2C1,8192,2,1,0.7941436767578125,0.7935615854917729,0.2058563232421869,0.7941436767578125,0.20585632324218756,"{""1"": {""0000"": 0.09326171875, ""0001"": 0.09033203125, ""0010"": 0.0330810546875, ""0011"": 0.0362548828125, ""0100"": 0.0362548828125, ""0101"": 0.035888671875, ""0110"": 0.087646484375, ""0111"": 0.093505859375, ""1000"": 0.0889892578125, ""1001"": 0.091064453125, ""1010"": 0.0328369140625, ""1011"": 0.034423828125, ""1100"": 0.03173828125, ""1101"": 0.030029296875, ""1110"": 0.0899658203125, ""1111"": 0.0947265625}, ""3"": {""0000"": 0.07958984375, ""0001"": 0.0728759765625, ""0010"": 0.0489501953125, ""0011"": 0.048583984375, ""0100"": 0.050048828125, ""0101"": 0.0460205078125, ""0110"": 0.0830078125, ""0111"": 0.079345703125, ""1000"": 0.0782470703125, ""1001"": 0.0762939453125, ""1010"": 0.0487060546875, ""1011"": 0.0457763671875, ""1100"": 0.045166015625, ""1101"": 0.04541015625, ""1110"": 0.0731201171875, ""1111"": 0.078857421875}, ""5"": {""0000"": 0.0672607421875, ""0001"": 0.0677490234375, ""0010"": 0.0531005859375, ""0011"": 0.05712890625, ""0100"": 0.0621337890625, ""0101"": 0.0557861328125, ""0110"": 0.068115234375, ""0111"": 0.0704345703125, ""1000"": 0.07666015625, ""1001"": 0.0667724609375, ""1010"": 0.052978515625, ""1011"": 0.05615234375, ""1100"": 0.061279296875, ""1101"": 0.06005859375, ""1110"": 0.0625, ""1111"": 0.0618896484375}}"
baseline,high,True,R2C2,8192,2,2,0.8049011230468749,0.8038640525385988,0.1950988769531245,0.8049011230468749,0.19509887695312517,"{""1"": {""0000"": 0.09326171875, ""0001"": 0.038330078125, ""0010"": 0.086181640625, ""0011"": 0.0367431640625, ""0100"": 0.03955078125, ""0101"": 0.0892333984375, ""0110"": 0.0341796875, ""0111"": 0.091796875, ""1000"": 0.0863037109375, ""1001"": 0.03369140625, ""1010"": 0.0943603515625, ""1011"": 0.033203125, ""1100"": 0.0369873046875, ""1101"": 0.093017578125, ""1110"": 0.0323486328125, ""1111"": 0.080810546875}, ""3"": {""0000"": 0.07666015625, ""0001"": 0.0526123046875, ""0010"": 0.070068359375, ""0011"": 0.0474853515625, ""0100"": 0.056640625, ""0101"": 0.077880859375, ""0110"": 0.0516357421875, ""0111"": 0.072998046875, ""1000"": 0.0745849609375, ""1001"": 0.049560546875, ""1010"": 0.0797119140625, ""1011"": 0.0499267578125, ""1100"": 0.05224609375, ""1101"": 0.0694580078125, ""1110"": 0.0511474609375, ""1111"": 0.0673828125}, ""5"": {""0000"": 0.0701904296875, ""0001"": 0.05859375, ""0010"": 0.067626953125, ""0011"": 0.0589599609375, ""0100"": 0.0621337890625, ""0101"": 0.0648193359375, ""0110"": 0.061767578125, ""0111"": 0.0726318359375, ""1000"": 0.0655517578125, ""1001"": 0.05322265625, ""1010"": 0.068115234375, ""1011"": 0.0574951171875, ""1100"": 0.0555419921875, ""1101"": 0.064453125, ""1110"": 0.0582275390625, ""1111"": 0.0606689453125}}"
baseline,high,True,R2C3,8192,2,3,0.8567810058593749,0.8555822089958137,0.1432189941406245,0.8567810058593749,0.1432189941406251,"{""1"": {""0000"": 0.0311279296875, ""0001"": 0.095947265625, ""0010"": 0.0933837890625, ""0011"": 0.0303955078125, ""0100"": 0.0943603515625, ""0101"": 0.0335693359375, ""0110"": 0.02978515625, ""0111"": 0.1031494140625, ""1000"": 0.030517578125, ""1001"": 0.0894775390625, ""1010"": 0.0904541015625, ""1011"": 0.030029296875, ""1100"": 0.095703125, ""1101"": 0.028076171875, ""1110"": 0.028076171875, ""1111"": 0.095947265625}, ""3"": {""0000"": 0.0494384765625, ""0001"": 0.0777587890625, ""0010"": 0.0780029296875, ""0011"": 0.0474853515625, ""0100"": 0.08154296875, ""0101"": 0.044677734375, ""0110"": 0.0499267578125, ""0111"": 0.0777587890625, ""1000"": 0.0511474609375, ""1001"": 0.0787353515625, ""1010"": 0.077880859375, ""1011"": 0.047607421875, ""1100"": 0.07373046875, ""1101"": 0.0433349609375, ""1110"": 0.0458984375, ""1111"": 0.0750732421875}, ""5"": {""0000"": 0.052490234375, ""0001"": 0.0706787109375, ""0010"": 0.07080078125, ""0011"": 0.05859375, ""0100"": 0.0731201171875, ""0101"": 0.0574951171875, ""0110"": 0.056640625, ""0111"": 0.069580078125, ""1000"": 0.054443359375, ""1001"": 0.0711669921875, ""1010"": 0.0704345703125, ""1011"": 0.051513671875, ""1100"": 0.0726318359375, ""1101"": 0.054931640625, ""1110"": 0.052978515625, ""1111"": 0.0625}}"
baseline,high,True,R3C1,8192,3,1,0.9138793945312498,0.911354728738694,0.10089111328124961,0.9138793945312498,0.08612060546875015,"{""1"": {""0000"": 0.10205078125, ""0001"": 0.1005859375, ""0010"": 0.0263671875, ""0011"": 0.024658203125, ""0100"": 0.0233154296875, ""0101"": 0.0263671875, ""0110"": 0.09619140625, ""0111"": 0.0992431640625, ""1000"": 0.0230712890625, ""1001"": 0.02587890625, ""1010"": 0.0986328125, ""1011"": 0.10009765625, ""1100"": 0.095947265625, ""1101"": 0.1082763671875, ""1110"": 0.02392578125, ""1111"": 0.025390625}, ""3"": {""0000"": 0.0902099609375, ""0001"": 0.072998046875, ""0010"": 0.047119140625, ""0011"": 0.0482177734375, ""0100"": 0.04638671875, ""0101"": 0.0487060546875, ""0110"": 0.078369140625, ""0111"": 0.07568359375, ""1000"": 0.047119140625, ""1001"": 0.04443359375, ""1010"": 0.0833740234375, ""1011"": 0.0775146484375, ""1100"": 0.085205078125, ""1101"": 0.0712890625, ""1110"": 0.042724609375, ""1111"": 0.0406494140625}, ""5"": {""0000"": 0.077880859375, ""0001"": 0.0709228515625, ""0010"": 0.0574951171875, ""0011"": 0.0543212890625, ""0100"": 0.0577392578125, ""0101"": 0.0577392578125, ""0110"": 0.0693359375, ""0111"": 0.06689453125, ""1000"": 0.0562744140625, ""1001"": 0.060791015625, ""1010"": 0.0634765625, ""1011"": 0.06494140625, ""1100"": 0.06494140625, ""1101"": 0.0689697265625, ""1110"": 0.0538330078125, ""1111"": 0.054443359375}}"
baseline,high,True,R3C2,8192,3,2,0.7608032226562498,0.7583798914572639,0.23919677734374947,0.7608032226562498,0.23919677734375022,"{""1"": {""0000"": 0.094482421875, ""0001"": 0.0380859375, ""0010"": 0.082275390625, ""0011"": 0.0362548828125, ""0100"": 0.0341796875, ""0101"": 0.0908203125, ""0110"": 0.0400390625, ""0111"": 0.0823974609375, ""1000"": 0.0390625, ""1001"": 0.0863037109375, ""1010"": 0.044189453125, ""1011"": 0.086669921875, ""1100"": 0.084716796875, ""1101"": 0.039794921875, ""1110"": 0.0780029296875, ""1111"": 0.042724609375}, ""3"": {""0000"": 0.0772705078125, ""0001"": 0.056396484375, ""0010"": 0.0743408203125, ""0011"": 0.0517578125, ""0100"": 0.055419921875, ""0101"": 0.0709228515625, ""0110"": 0.051025390625, ""0111"": 0.075439453125, ""1000"": 0.05078125, ""1001"": 0.0653076171875, ""1010"": 0.054931640625, ""1011"": 0.0654296875, ""1100"": 0.0777587890625, ""1101"": 0.0478515625, ""1110"": 0.0728759765625, ""1111"": 0.052490234375}, ""5"": {""0000"": 0.07275390625, ""0001"": 0.0577392578125, ""0010"": 0.06689453125, ""0011"": 0.0587158203125, ""0100"": 0.066650390625, ""0101"": 0.0645751953125, ""0110"": 0.0614013671875, ""0111"": 0.0677490234375, ""1000"": 0.058837890625, ""1001"": 0.060302734375, ""1010"": 0.05224609375, ""1011"": 0.06640625, ""1100"": 0.0670166015625, ""1101"": 0.0543212890625, ""1110"": 0.06591796875, ""1111"": 0.0584716796875}}"
baseline,high,True,R3C3,8192,3,3,0.8588714599609374,0.8576015949124506,0.1411285400390619,0.8588714599609374,0.1411285400390626,"{""1"": {""0000"": 0.0274658203125, ""0001"": 0.1031494140625, ""0010"": 0.0977783203125, ""0011"": 0.0260009765625, ""0100"": 0.10009765625, ""0101"": 0.029296875, ""0110"": 0.029052734375, ""0111"": 0.09765625, ""1000"": 0.0906982421875, ""1001"": 0.02734375, ""1010"": 0.027587890625, ""1011"": 0.1002197265625, ""1100"": 0.02685546875, ""1101"": 0.0946044921875, ""1110"": 0.0970458984375, ""1111"": 0.025146484375}, ""3"": {""0000"": 0.04638671875, ""0001"": 0.08740234375, ""0010"": 0.0810546875, ""0011"": 0.039794921875, ""0100"": 0.0906982421875, ""0101"": 0.0419921875, ""0110"": 0.041259765625, ""0111"": 0.0809326171875, ""1000"": 0.08837890625, ""1001"": 0.0445556640625, ""1010"": 0.0391845703125, ""1011"": 0.0791015625, ""1100"": 0.0430908203125, ""1101"": 0.0782470703125, ""1110"": 0.0809326171875, ""1111"": 0.0369873046875}, ""5"": {""0000"": 0.052001953125, ""0001"": 0.079833984375, ""0010"": 0.0794677734375, ""0011"": 0.047607421875, ""0100"": 0.0789794921875, ""0101"": 0.053466796875, ""0110"": 0.0478515625, ""0111"": 0.0791015625, ""1000"": 0.076904296875, ""1001"": 0.0498046875, ""1010"": 0.0487060546875, ""1011"": 0.0693359375, ""1100"": 0.0478515625, ""1101"": 0.071044921875, ""1110"": 0.0718994140625, ""1111"": 0.046142578125}}"
